Store,Year,Month,Date,Day Part,Table Type,Net Sales,# Trans,Avg / Trans,# Guests,Avg / Guest,# Tables,Avg / Table,# Guest / Trans,# Guest / Table
,,,14,14:30 - 14:44,Cashier,84.74,8,10.59,8,10.59,8,10.59,1.0,1.0
,,,14,14:45 - 14:59,Cashier,38.4,6,6.4,6,6.4,6,6.4,1.0,1.0
,,,14,15:00 - 15:14,Cashier,32.85,5,6.57,5,6.57,5,6.57,1.0,1.0
,,,14,15:15 - 15:29,Cashier,31.6,6,5.27,6,5.27,6,5.27,1.0,1.0
,,,14,15:30 - 15:44,Cashier,33.66,8,4.21,8,4.21,8,4.21,1.0,1.0
,,,14,15:45 - 15:59,Cashier,27.54,4,6.88,4,6.88,4,6.88,1.0,1.0
,,,14,17:00 - 17:14,Cashier,0.0,1,0.0,0,0.0,1,0.0,0.0,0.0
,,,14,---,---,1643.89,233,7.06,230,7.15,233,7.06,0.99,0.99
,,,15,07:45 - 07:59,Cashier,9.25,2,4.63,2,4.63,2,4.63,1.0,1.0
,,,15,08:15 - 08:29,Cashier,10.0,2,5.0,2,5.0,2,5.0,1.0,1.0
,,,15,08:30 - 08:44,Cashier,6.89,2,3.44,2,3.44,2,3.44,1.0,1.0
,,,15,09:00 - 09:14,Cashier,18.69,3,6.23,3,6.23,3,6.23,1.0,1.0
,,,15,09:15 - 09:29,Cashier,16.53,3,5.51,3,5.51,3,5.51,1.0,1.0
,,,15,09:30 - 09:44,Cashier,14.7,2,7.35,2,7.35,2,7.35,1.0,1.0
,,,15,09:45 - 09:59,Cashier,28.34,5,5.67,5,5.67,5,5.67,1.0,1.0
,,,15,10:00 - 10:14,Cashier,46.21,6,7.7,6,7.7,6,7.7,1.0,1.0
,,,15,10:15 - 10:29,Cashier,48.49,8,6.06,8,6.06,8,6.06,1.0,1.0
,,,15,10:30 - 10:44,Cashier,61.63,7,8.8,7,8.8,7,8.8,1.0,1.0
,,,15,10:45 - 10:59,Cashier,23.6,3,7.87,3,7.87,3,7.87,1.0,1.0
,,,15,11:00 - 11:14,Cashier,28.05,5,5.61,5,5.61,5,5.61,1.0,1.0
,,,15,11:15 - 11:29,Cashier,53.11,9,5.9,9,5.9,9,5.9,1.0,1.0
,,,15,11:30 - 11:44,Cashier,22.85,4,5.71,4,5.71,4,5.71,1.0,1.0
,,,15,11:45 - 11:59,Cashier,20.75,4,5.19,3,6.92,4,5.19,0.75,0.75
,,,15,12:00 - 12:14,Cashier,38.2,5,7.64,5,7.64,5,7.64,1.0,1.0
,,,15,12:15 - 12:29,Cashier,60.99,10,6.1,10,6.1,10,6.1,1.0,1.0
,,,15,12:30 - 12:44,Cashier,70.75,12,5.9,11,6.43,12,5.9,0.92,0.92
,,,15,12:45 - 12:59,Cashier,68.57,10,6.86,10,6.86,10,6.86,1.0,1.0
,,,15,13:00 - 13:14,Cashier,44.2,9,4.91,9,4.91,9,4.91,1.0,1.0
,,,15,13:15 - 13:29,Cashier,28.48,6,4.75,6,4.75,6,4.75,1.0,1.0
,,,15,13:30 - 13:44,Cashier,64.36,8,8.04,8,8.04,8,8.04,1.0,1.0
,,,15,13:45 - 13:59,Cashier,61.06,7,8.72,7,8.72,7,8.72,1.0,1.0
,,,15,14:00 - 14:14,Cashier,40.3,7,5.76,7,5.76,7,5.76,1.0,1.0
,,,15,14:15 - 14:29,Cashier,71.82,13,5.52,13,5.52,13,5.52,1.0,1.0
,,,15,14:30 - 14:44,Cashier,50.42,9,5.6,9,5.6,9,5.6,1.0,1.0
,,,15,14:45 - 14:59,Cashier,40.36,5,8.07,5,8.07,5,8.07,1.0,1.0
,,,15,15:00 - 15:14,Cashier,11.2,2,5.6,2,5.6,2,5.6,1.0,1.0
,,,15,15:15 - 15:29,Cashier,60.08,9,6.68,9,6.68,9,6.68,1.0,1.0
,,,15,15:30 - 15:44,Cashier,44.96,6,7.49,6,7.49,6,7.49,1.0,1.0
,,,15,15:45 - 15:59,Cashier,15.89,2,7.95,2,7.95,2,7.95,1.0,1.0
,,,15,---,---,1180.73,185,6.38,183,6.45,185,6.38,0.99,0.99
,,,16,07:30 - 07:44,Cashier,2.45,1,2.45,1,2.45,1,2.45,1.0,1.0
,,,16,08:00 - 08:14,Cashier,29.03,5,5.81,4,7.26,5,5.81,0.8,0.8
,,,16,08:30 - 08:44,Cashier,16.3,3,5.43,3,5.43,3,5.43,1.0,1.0
,,,16,08:45 - 08:59,Cashier,12.67,1,12.67,1,12.67,1,12.67,1.0,1.0
,,,16,09:00 - 09:14,Cashier,6.75,1,6.75,1,6.75,1,6.75,1.0,1.0
,,,16,09:15 - 09:29,Cashier,46.64,9,5.18,9,5.18,9,5.18,1.0,1.0
,,,16,09:30 - 09:44,Cashier,12.24,3,4.08,3,4.08,3,4.08,1.0,1.0
,,,16,09:45 - 09:59,Cashier,42.45,7,6.06,6,7.08,7,6.06,0.86,0.86
,,,16,10:00 - 10:14,Cashier,42.39,6,7.07,6,7.07,6,7.07,1.0,1.0
,,,16,10:15 - 10:29,Cashier,95.11,13,7.32,13,7.32,13,7.32,1.0,1.0
,,,16,10:30 - 10:44,Cashier,110.3,13,8.48,13,8.48,13,8.48,1.0,1.0
,,,16,10:45 - 10:59,Cashier,35.13,5,7.03,5,7.03,5,7.03,1.0,1.0
,,,16,11:00 - 11:14,Cashier,13.89,4,3.47,4,3.47,4,3.47,1.0,1.0
,,,16,11:15 - 11:29,Cashier,108.08,13,8.31,13,8.31,13,8.31,1.0,1.0
,,,16,11:30 - 11:44,Cashier,48.36,8,6.04,8,6.04,8,6.04,1.0,1.0
,,,16,11:45 - 11:59,Cashier,40.18,5,8.04,5,8.04,5,8.04,1.0,1.0
,,,16,12:00 - 12:14,Cashier,38.16,5,7.63,5,7.63,5,7.63,1.0,1.0
,,,16,12:15 - 12:29,Cashier,141.03,12,11.75,12,11.75,12,11.75,1.0,1.0
,,,16,12:30 - 12:44,Cashier,72.53,10,7.25,10,7.25,10,7.25,1.0,1.0
,,,16,12:45 - 12:59,Cashier,11.44,3,3.81,3,3.81,3,3.81,1.0,1.0
,,,16,13:00 - 13:14,Cashier,55.7,8,6.96,7,7.96,8,6.96,0.88,0.88
,,,16,13:15 - 13:29,Cashier,101.65,11,9.24,11,9.24,11,9.24,1.0,1.0
,,,16,13:30 - 13:44,Cashier,92.96,13,7.15,13,7.15,13,7.15,1.0,1.0
,,,16,13:45 - 13:59,Cashier,70.21,8,8.78,8,8.78,8,8.78,1.0,1.0
,,,16,14:00 - 14:14,Cashier,54.37,9,6.04,9,6.04,9,6.04,1.0,1.0
,,,16,14:15 - 14:29,Cashier,84.77,12,7.06,12,7.06,12,7.06,1.0,1.0
,,,16,14:30 - 14:44,Cashier,57.01,8,7.13,8,7.13,8,7.13,1.0,1.0
,,,16,14:45 - 14:59,Cashier,40.49,5,8.1,5,8.1,5,8.1,1.0,1.0
,,,16,15:00 - 15:14,Cashier,29.69,5,5.94,5,5.94,5,5.94,1.0,1.0
,,,16,15:15 - 15:29,Cashier,45.81,7,6.54,7,6.54,7,6.54,1.0,1.0
,,,16,15:30 - 15:44,Cashier,61.76,13,4.75,13,4.75,13,4.75,1.0,1.0
,,,16,15:45 - 15:59,Cashier,43.96,8,5.5,8,5.5,8,5.5,1.0,1.0
,,,16,---,---,1663.51,234,7.11,231,7.2,234,7.11,0.99,0.99
,,,17,08:00 - 08:14,Cashier,21.64,4,5.41,4,5.41,4,5.41,1.0,1.0
,,,17,09:00 - 09:14,Cashier,21.03,2,10.52,2,10.52,2,10.52,1.0,1.0
,,,17,09:15 - 09:29,Cashier,3.0,1,3.0,1,3.0,1,3.0,1.0,1.0
,,,17,09:30 - 09:44,Cashier,20.44,3,6.81,3,6.81,3,6.81,1.0,1.0
,,,17,09:45 - 09:59,Cashier,31.42,4,7.86,4,7.86,4,7.86,1.0,1.0
,,,17,10:00 - 10:14,Cashier,46.67,8,5.83,8,5.83,8,5.83,1.0,1.0
,,,17,10:15 - 10:29,Cashier,110.21,12,9.18,11,10.02,12,9.18,0.92,0.92
,,,17,10:30 - 10:44,Cashier,58.08,7,8.3,7,8.3,7,8.3,1.0,1.0
,,,17,10:45 - 10:59,Cashier,26.15,4,6.54,4,6.54,4,6.54,1.0,1.0
,,,17,11:00 - 11:14,Cashier,27.19,5,5.44,5,5.44,5,5.44,1.0,1.0
,,,17,11:15 - 11:29,Cashier,58.93,11,5.36,11,5.36,11,5.36,1.0,1.0
,,,17,11:30 - 11:44,Cashier,36.58,6,6.1,6,6.1,6,6.1,1.0,1.0
,,,17,11:45 - 11:59,Cashier,47.64,5,9.53,5,9.53,5,9.53,1.0,1.0
,,,17,12:00 - 12:14,Cashier,87.24,11,7.93,11,7.93,11,7.93,1.0,1.0
,,,17,12:15 - 12:29,Cashier,83.29,11,7.57,11,7.57,11,7.57,1.0,1.0
,,,17,12:30 - 12:44,Cashier,128.0,17,7.53,17,7.53,17,7.53,1.0,1.0
,,,17,12:45 - 12:59,Cashier,73.36,8,9.17,8,9.17,8,9.17,1.0,1.0
,,,17,13:00 - 13:14,Cashier,97.39,14,6.96,14,6.96,14,6.96,1.0,1.0
