Store,Year,Month,Date,Day Part,Table Type,Net Sales,# Trans,Avg / Trans,# Guests,Avg / Guest,# Tables,Avg / Table,# Guest / Trans,# Guest / Table
,,,18,13:45 - 13:59,Cashier,24.37,4,6.09,4,6.09,4,6.09,1.0,1.0
,,,18,14:00 - 14:14,Cashier,20.98,3,6.99,3,6.99,3,6.99,1.0,1.0
,,,18,14:15 - 14:29,Cashier,34.99,8,4.37,8,4.37,8,4.37,1.0,1.0
,,,18,14:30 - 14:44,Cashier,24.67,6,4.11,6,4.11,6,4.11,1.0,1.0
,,,18,14:45 - 14:59,Cashier,23.83,4,5.96,4,5.96,4,5.96,1.0,1.0
,,,18,15:00 - 15:14,Cashier,5.05,1,5.05,1,5.05,1,5.05,1.0,1.0
,,,18,---,---,1087.01,163,6.67,158,6.88,163,6.67,0.97,0.97
,,,22,07:15 - 07:29,Cashier,9.35,1,9.35,1,9.35,1,9.35,1.0,1.0
,,,22,07:30 - 07:44,Cashier,16.94,3,5.65,3,5.65,3,5.65,1.0,1.0
,,,22,07:45 - 07:59,Cashier,17.5,3,5.83,3,5.83,3,5.83,1.0,1.0
,,,22,08:00 - 08:14,Cashier,24.48,6,4.08,5,4.9,6,4.08,0.83,0.83
,,,22,08:15 - 08:29,Cashier,19.04,5,3.81,5,3.81,5,3.81,1.0,1.0
,,,22,08:30 - 08:44,Cashier,50.26,8,6.28,8,6.28,8,6.28,1.0,1.0
,,,22,08:45 - 08:59,Cashier,21.94,5,4.39,5,4.39,5,4.39,1.0,1.0
,,,22,09:00 - 09:14,Cashier,13.43,3,4.48,3,4.48,3,4.48,1.0,1.0
,,,22,09:15 - 09:29,Cashier,55.58,10,5.56,10,5.56,10,5.56,1.0,1.0
,,,22,09:30 - 09:44,Cashier,56.99,10,5.7,10,5.7,10,5.7,1.0,1.0
,,,22,09:45 - 09:59,Cashier,116.53,19,6.13,19,6.13,19,6.13,1.0,1.0
,,,22,10:00 - 10:14,Cashier,71.36,13,5.49,13,5.49,13,5.49,1.0,1.0
,,,22,10:15 - 10:29,Cashier,104.59,19,5.5,19,5.5,19,5.5,1.0,1.0
,,,22,10:30 - 10:44,Cashier,78.5,15,5.23,15,5.23,15,5.23,1.0,1.0
,,,22,10:45 - 10:59,Cashier,24.25,3,8.08,3,8.08,3,8.08,1.0,1.0
,,,22,11:00 - 11:14,Cashier,33.62,4,8.4,4,8.4,4,8.4,1.0,1.0
,,,22,11:15 - 11:29,Cashier,84.63,13,6.51,13,6.51,13,6.51,1.0,1.0
,,,22,11:15 - 11:29,Tab,7.99,1,7.99,1,7.99,1,7.99,1.0,1.0
,,,22,11:15 - 11:29,---,92.62,14,6.62,14,6.62,14,6.62,1.0,1.0
,,,22,11:30 - 11:44,Cashier,119.5,16,7.47,16,7.47,16,7.47,1.0,1.0
,,,22,11:45 - 11:59,Cashier,98.82,15,6.59,15,6.59,15,6.59,1.0,1.0
,,,22,12:00 - 12:14,Cashier,122.6,15,8.17,15,8.17,15,8.17,1.0,1.0
,,,22,12:15 - 12:29,Cashier,155.36,19,8.18,19,8.18,19,8.18,1.0,1.0
,,,22,12:30 - 12:44,Cashier,157.91,21,7.52,21,7.52,21,7.52,1.0,1.0
,,,22,12:45 - 12:59,Cashier,99.76,14,7.13,14,7.13,14,7.13,1.0,1.0
,,,22,13:00 - 13:14,Cashier,125.6,20,6.28,20,6.28,20,6.28,1.0,1.0
,,,22,13:00 - 13:14,Tab,7.99,1,7.99,1,7.99,1,7.99,1.0,1.0
,,,22,13:00 - 13:14,---,133.59,21,6.36,21,6.36,21,6.36,1.0,1.0
,,,22,13:15 - 13:29,Cashier,165.59,25,6.62,25,6.62,25,6.62,1.0,1.0
,,,22,13:30 - 13:44,Cashier,114.7,15,7.65,15,7.65,15,7.65,1.0,1.0
,,,22,13:45 - 13:59,Cashier,105.62,12,8.8,12,8.8,12,8.8,1.0,1.0
,,,22,14:00 - 14:14,Cashier,49.11,9,5.46,9,5.46,9,5.46,1.0,1.0
,,,22,14:00 - 14:14,Tab,15.98,2,7.99,2,7.99,2,7.99,1.0,1.0
,,,22,14:00 - 14:14,---,65.09,11,5.92,11,5.92,11,5.92,1.0,1.0
,,,22,14:15 - 14:29,Cashier,97.78,16,6.11,14,6.98,16,6.11,0.88,0.88
,,,22,14:15 - 14:29,Tab,7.99,1,7.99,1,7.99,1,7.99,1.0,1.0
,,,22,14:15 - 14:29,---,105.77,17,6.22,15,7.05,17,6.22,0.88,0.88
,,,22,14:30 - 14:44,Cashier,119.67,19,6.3,19,6.3,19,6.3,1.0,1.0
,,,22,14:45 - 14:59,Cashier,88.71,13,6.82,12,7.39,13,6.82,0.92,0.92
,,,22,15:00 - 15:14,Cashier,58.98,9,6.55,9,6.55,9,6.55,1.0,1.0
,,,22,15:15 - 15:29,Cashier,148.11,23,6.44,23,6.44,23,6.44,1.0,1.0
,,,22,15:30 - 15:44,Cashier,86.35,13,6.64,13,6.64,13,6.64,1.0,1.0
,,,22,15:45 - 15:59,Cashier,82.37,11,7.49,11,7.49,11,7.49,1.0,1.0
,,,22,16:00 - 16:14,Cashier,64.71,7,9.24,7,9.24,7,9.24,1.0,1.0
,,,22,16:15 - 16:29,Cashier,47.49,6,7.92,6,7.92,6,7.92,1.0,1.0
,,,22,16:30 - 16:44,Cashier,34.34,6,5.72,6,5.72,6,5.72,1.0,1.0
,,,22,16:45 - 16:59,Cashier,16.24,5,3.25,5,3.25,5,3.25,1.0,1.0
,,,22,17:00 - 17:14,Cashier,51.03,7,7.29,7,7.29,7,7.29,1.0,1.0
