Store,Year,Month,Date,Day Part,Table Type,Net Sales,# Trans,Avg / Trans,# Guests,Avg / Guest,# Tables,Avg / Table,# Guest / Trans,# Guest / Table
,,,29,08:15 - 08:29,Cashier,61.39,14,4.38,14,4.38,14,4.38,1.0,1.0
,,,29,08:30 - 08:44,Cashier,41.63,8,5.2,8,5.2,8,5.2,1.0,1.0
,,,29,08:45 - 08:59,Cashier,51.24,10,5.12,10,5.12,10,5.12,1.0,1.0
,,,29,09:00 - 09:14,Cashier,66.4,10,6.64,10,6.64,10,6.64,1.0,1.0
,,,29,09:15 - 09:29,Cashier,35.74,8,4.47,8,4.47,8,4.47,1.0,1.0
,,,29,09:30 - 09:44,Cashier,54.45,11,4.95,11,4.95,11,4.95,1.0,1.0
,,,29,09:45 - 09:59,Cashier,74.54,16,4.66,16,4.66,16,4.66,1.0,1.0
,,,29,10:00 - 10:14,Cashier,80.13,15,5.34,15,5.34,15,5.34,1.0,1.0
,,,29,10:15 - 10:29,Cashier,85.53,15,5.7,15,5.7,15,5.7,1.0,1.0
,,,29,10:30 - 10:44,Cashier,89.52,15,5.97,15,5.97,15,5.97,1.0,1.0
,,,29,10:45 - 10:59,Cashier,55.75,10,5.58,10,5.58,10,5.58,1.0,1.0
,,,29,11:00 - 11:14,Cashier,63.59,9,7.07,9,7.07,9,7.07,1.0,1.0
,,,29,11:15 - 11:29,Cashier,81.01,12,6.75,12,6.75,12,6.75,1.0,1.0
,,,29,11:30 - 11:44,Cashier,86.64,13,6.66,13,6.66,13,6.66,1.0,1.0
,,,29,11:45 - 11:59,Cashier,53.81,8,6.73,8,6.73,8,6.73,1.0,1.0
,,,29,12:00 - 12:14,Cashier,32.61,5,6.52,5,6.52,5,6.52,1.0,1.0
,,,29,12:15 - 12:29,Cashier,101.32,16,6.33,16,6.33,16,6.33,1.0,1.0
,,,29,12:30 - 12:44,Cashier,109.48,14,7.82,14,7.82,14,7.82,1.0,1.0
,,,29,12:45 - 12:59,Cashier,73.23,15,4.88,15,4.88,15,4.88,1.0,1.0
,,,29,13:00 - 13:14,Cashier,27.85,6,4.64,6,4.64,6,4.64,1.0,1.0
,,,29,13:15 - 13:29,Cashier,57.55,14,4.11,14,4.11,14,4.11,1.0,1.0
,,,29,13:30 - 13:44,Cashier,8.5,3,2.83,3,2.83,3,2.83,1.0,1.0
,,,29,13:45 - 13:59,Cashier,6.0,2,3.0,2,3.0,2,3.0,1.0,1.0
,,,29,14:00 - 14:14,Cashier,33.45,8,4.18,8,4.18,8,4.18,1.0,1.0
,,,29,14:15 - 14:29,Cashier,52.33,13,4.03,13,4.03,13,4.03,1.0,1.0
,,,29,14:30 - 14:44,Cashier,47.08,12,3.92,12,3.92,12,3.92,1.0,1.0
,,,29,14:45 - 14:59,Cashier,28.5,5,5.7,5,5.7,5,5.7,1.0,1.0
,,,29,15:00 - 15:14,Cashier,36.45,8,4.56,8,4.56,8,4.56,1.0,1.0
,,,29,15:15 - 15:29,Cashier,22.44,5,4.49,5,4.49,5,4.49,1.0,1.0
,,,29,15:30 - 15:44,Cashier,9.5,2,4.75,2,4.75,2,4.75,1.0,1.0
,,,29,---,---,1733.77,325,5.33,325,5.33,325,5.33,1.0,1.0
,,,30,08:15 - 08:29,Cashier,50.19,10,5.02,10,5.02,10,5.02,1.0,1.0
,,,30,08:30 - 08:44,Cashier,42.99,6,7.17,6,7.17,6,7.17,1.0,1.0
,,,30,08:45 - 08:59,Cashier,45.59,8,5.7,8,5.7,8,5.7,1.0,1.0
,,,30,09:00 - 09:14,Cashier,64.05,10,6.41,10,6.41,10,6.41,1.0,1.0
,,,30,09:15 - 09:29,Cashier,24.29,7,3.47,7,3.47,7,3.47,1.0,1.0
,,,30,09:30 - 09:44,Cashier,41.27,8,5.16,8,5.16,8,5.16,1.0,1.0
,,,30,09:45 - 09:59,Cashier,62.74,7,8.96,7,8.96,7,8.96,1.0,1.0
,,,30,10:00 - 10:14,Cashier,111.06,22,5.05,22,5.05,22,5.05,1.0,1.0
,,,30,10:15 - 10:29,Cashier,69.42,13,5.34,13,5.34,13,5.34,1.0,1.0
,,,30,10:30 - 10:44,Cashier,81.49,12,6.79,12,6.79,12,6.79,1.0,1.0
,,,30,10:45 - 10:59,Cashier,51.1,9,5.68,9,5.68,9,5.68,1.0,1.0
,,,30,11:00 - 11:14,Cashier,93.08,15,6.21,15,6.21,15,6.21,1.0,1.0
,,,30,11:15 - 11:29,Cashier,95.65,13,7.36,13,7.36,13,7.36,1.0,1.0
,,,30,11:30 - 11:44,Cashier,27.94,6,4.66,6,4.66,6,4.66,1.0,1.0
,,,30,11:45 - 11:59,Cashier,74.52,11,6.77,11,6.77,11,6.77,1.0,1.0
,,,30,12:00 - 12:14,Cashier,72.94,11,6.63,11,6.63,11,6.63,1.0,1.0
,,,30,12:15 - 12:29,Cashier,66.53,10,6.65,10,6.65,10,6.65,1.0,1.0
,,,30,12:30 - 12:44,Cashier,114.63,17,6.74,17,6.74,17,6.74,1.0,1.0
,,,30,12:45 - 12:59,Cashier,75.28,15,5.02,15,5.02,15,5.02,1.0,1.0
,,,30,13:00 - 13:14,Cashier,86.82,14,6.2,14,6.2,14,6.2,1.0,1.0
,,,30,13:15 - 13:29,Cashier,52.42,12,4.37,12,4.37,12,4.37,1.0,1.0
,,,30,13:30 - 13:44,Cashier,20.04,4,5.01,4,5.01,4,5.01,1.0,1.0
,,,30,13:45 - 13:59,Cashier,13.34,3,4.45,3,4.45,3,4.45,1.0,1.0
,,,30,14:00 - 14:14,Cashier,44.13,6,7.36,6,7.36,6,7.36,1.0,1.0
,,,30,14:15 - 14:29,Cashier,78.24,13,6.02,13,6.02,13,6.02,1.0,1.0
,,,30,14:30 - 14:44,Cashier,40.09,8,5.01,8,5.01,8,5.01,1.0,1.0
,,,30,14:45 - 14:59,Cashier,39.18,8,4.9,8,4.9,8,4.9,1.0,1.0
,,,30,15:00 - 15:14,Cashier,2.49,1,2.49,1,2.49,1,2.49,1.0,1.0
,,,30,15:15 - 15:29,Cashier,17.74,4,4.43,4,4.43,4,4.43,1.0,1.0
,,,30,15:30 - 15:44,Cashier,3.0,1,3.0,1,3.0,1,3.0,1.0,1.0
,,,30,15:45 - 15:59,Cashier,16.75,3,5.58,3,5.58,3,5.58,1.0,1.0
,,,30,---,---,1679.0,287,5.85,287,5.85,287,5.85,1.0,1.0
,,,31,07:30 - 07:44,Cashier,3.45,1,3.45,1,3.45,1,3.45,1.0,1.0
,,,31,07:45 - 07:59,Cashier,42.88,10,4.29,10,4.29,10,4.29,1.0,1.0
,,,31,08:00 - 08:14,Cashier,85.68,18,4.76,18,4.76,18,4.76,1.0,1.0
,,,31,08:15 - 08:29,Cashier,75.88,14,5.42,14,5.42,14,5.42,1.0,1.0
,,,31,08:30 - 08:44,Cashier,42.65,8,5.33,8,5.33,8,5.33,1.0,1.0
,,,31,08:45 - 08:59,Cashier,89.11,15,5.94,15,5.94,15,5.94,1.0,1.0
,,,31,09:00 - 09:14,Cashier,58.15,12,4.85,12,4.85,12,4.85,1.0,1.0
,,,31,09:15 - 09:29,Cashier,74.57,16,4.66,16,4.66,16,4.66,1.0,1.0
,,,31,09:30 - 09:44,Cashier,55.06,10,5.51,10,5.51,10,5.51,1.0,1.0
,,,31,09:45 - 09:59,Cashier,23.05,5,4.61,5,4.61,5,4.61,1.0,1.0
,,,31,10:00 - 10:14,Cashier,82.42,16,5.15,16,5.15,16,5.15,1.0,1.0
,,,31,10:15 - 10:29,Cashier,115.23,16,7.2,16,7.2,16,7.2,1.0,1.0
,,,31,10:30 - 10:44,Cashier,106.42,18,5.91,18,5.91,18,5.91,1.0,1.0
,,,31,10:45 - 10:59,Cashier,107.27,17,6.31,17,6.31,17,6.31,1.0,1.0
,,,31,11:00 - 11:14,Cashier,49.61,9,5.51,9,5.51,9,5.51,1.0,1.0
,,,31,11:15 - 11:29,Cashier,119.2,18,6.62,18,6.62,18,6.62,1.0,1.0
,,,31,11:30 - 11:44,Cashier,128.63,18,7.15,18,7.15,18,7.15,1.0,1.0
,,,31,11:45 - 11:59,Cashier,24.79,3,8.26,3,8.26,3,8.26,1.0,1.0
,,,31,12:00 - 12:14,Cashier,59.3,10,5.93,10,5.93,10,5.93,1.0,1.0
,,,31,12:15 - 12:29,Cashier,83.07,14,5.93,14,5.93,14,5.93,1.0,1.0
,,,31,12:30 - 12:44,Cashier,78.16,15,5.21,15,5.21,15,5.21,1.0,1.0
,,,31,12:45 - 12:59,Cashier,58.01,13,4.46,13,4.46,13,4.46,1.0,1.0
,,,31,13:00 - 13:14,Cashier,60.93,13,4.69,13,4.69,13,4.69,1.0,1.0
,,,31,13:15 - 13:29,Cashier,22.97,5,4.59,5,4.59,5,4.59,1.0,1.0
,,,31,13:30 - 13:44,Cashier,22.5,6,3.75,6,3.75,6,3.75,1.0,1.0
,,,31,13:45 - 13:59,Cashier,25.98,6,4.33,6,4.33,6,4.33,1.0,1.0
,,,31,14:00 - 14:14,Cashier,41.94,7,5.99,7,5.99,7,5.99,1.0,1.0
,,,31,14:15 - 14:29,Cashier,51.39,10,5.14,10,5.14,10,5.14,1.0,1.0
,,,31,14:30 - 14:44,Cashier,44.22,10,4.42,10,4.42,10,4.42,1.0,1.0
,,,31,14:45 - 14:59,Cashier,11.85,3,3.95,3,3.95,3,3.95,1.0,1.0
