Year,Month,Date,Day Part,Table Type,Net Sales,# Trans,Avg / Trans,# Guests,Avg / Guest,# Tables,Avg / Table,# Guest / Trans,# Guest / Table
,,,12:45 - 12:59,Cashier,51.8,9,5.76,9,5.76,9,5.76,1,1
,,,13:00 - 13:14,Cashier,18.45,2,9.22,2,9.22,2,9.22,1,1
,,,13:15 - 13:29,Cashier,34.92,4,8.73,4,8.73,4,8.73,1,1
,,,13:30 - 13:44,Cashier,86.04,8,10.76,8,10.76,8,10.76,1,1
,,,13:45 - 13:59,Cashier,14.15,3,4.72,3,4.72,3,4.72,1,1
,,,14:15 - 14:29,Cashier,22.65,4,5.66,4,5.66,4,5.66,1,1
,,,14:30 - 14:44,Cashier,16.55,3,5.52,3,5.52,3,5.52,1,1
,,,14:45 - 14:59,Cashier,16.35,2,8.18,2,8.18,2,8.18,1,1
,,,15:00 - 15:14,Cashier,22.39,4,5.6,4,5.6,4,5.6,1,1
,,,15:15 - 15:29,Cashier,11.7,1,11.7,1,11.7,1,11.7,1,1
,,,15:30 - 15:44,Cashier,64.13,11,5.83,11,5.83,11,5.83,1,1
,,,15:45 - 15:59,Cashier,28.33,4,7.08,4,7.08,4,7.08,1,1
,,28,---,---,1730.22,225,7.69,225,7.69,225,7.69,1,1
,,29,07:00 - 07:14,Cashier,14.75,3,4.92,3,4.92,3,4.92,1,1
,,,07:15 - 07:29,Cashier,71.11,9,7.9,9,7.9,9,7.9,1,1
,,,07:30 - 07:44,Cashier,12.63,2,6.32,2,6.32,2,6.32,1,1
,,,07:45 - 07:59,Cashier,56.62,7,8.09,7,8.09,7,8.09,1,1
,,,08:00 - 08:14,Cashier,36.94,6,6.16,6,6.16,6,6.16,1,1
,,,08:15 - 08:29,Cashier,55.53,9,6.17,9,6.17,9,6.17,1,1
,,,08:30 - 08:44,Cashier,24.78,4,6.2,4,6.2,4,6.2,1,1
,,,08:45 - 08:59,Cashier,50.84,5,10.17,5,10.17,5,10.17,1,1
,,,09:00 - 09:14,Cashier,48.89,6,8.15,6,8.15,6,8.15,1,1
,,,09:15 - 09:29,Cashier,47.63,5,9.53,5,9.53,5,9.53,1,1
,,,09:30 - 09:44,Cashier,120.6,11,10.96,11,10.96,11,10.96,1,1
,,,09:45 - 09:59,Cashier,24.94,5,4.99,5,4.99,5,4.99,1,1
,,,10:00 - 10:14,Cashier,45.97,7,6.57,7,6.57,7,6.57,1,1
,,,10:15 - 10:29,Cashier,38.25,7,5.46,7,5.46,7,5.46,1,1
,,,10:30 - 10:44,Cashier,69.92,11,6.36,11,6.36,11,6.36,1,1
,,,10:45 - 10:59,Cashier,41.87,5,8.37,5,8.37,5,8.37,1,1
,,,11:00 - 11:14,Cashier,85.37,11,7.76,11,7.76,11,7.76,1,1
,,,11:15 - 11:29,Cashier,92.35,11,8.4,11,8.4,11,8.4,1,1
,,,11:30 - 11:44,Cashier,71.54,8,8.94,8,8.94,8,8.94,1,1
,,,11:45 - 11:59,Cashier,36.48,3,12.16,3,12.16,3,12.16,1,1
,,,12:00 - 12:14,Cashier,66.52,7,9.5,7,9.5,7,9.5,1,1
,,,12:15 - 12:29,Cashier,72.71,9,8.08,9,8.08,9,8.08,1,1
,,,12:30 - 12:44,Cashier,40.67,6,6.78,6,6.78,6,6.78,1,1
,,,12:45 - 12:59,Cashier,83.86,8,10.48,8,10.48,8,10.48,1,1
,,,13:00 - 13:14,Cashier,44.62,3,14.87,3,14.87,3,14.87,1,1
,,,13:15 - 13:29,Cashier,57.68,9,6.41,9,6.41,9,6.41,1,1
,,,13:30 - 13:44,Cashier,35.09,5,7.02,5,7.02,5,7.02,1,1
,,,13:45 - 13:59,Cashier,5.95,1,5.95,1,5.95,1,5.95,1,1
,,,14:00 - 14:14,Cashier,12.4,3,4.13,3,4.13,3,4.13,1,1
,,,14:15 - 14:29,Cashier,28.16,4,7.04,4,7.04,4,7.04,1,1
,,,14:30 - 14:44,Cashier,48.37,4,12.09,4,12.09,4,12.09,1,1
,,,14:45 - 14:59,Cashier,5.75,1,5.75,1,5.75,1,5.75,1,1
,,,15:15 - 15:29,Cashier,40.84,5,8.17,5,8.17,5,8.17,1,1
,,,15:30 - 15:44,Cashier,5.95,1,5.95,1,5.95,1,5.95,1,1
,,,15:45 - 15:59,Cashier,13.19,2,6.59,2,6.59,2,6.59,1,1
,,29,---,---,1608.77,203,7.92,203,7.92,203,7.92,1,1
,,30,07:15 - 07:29,Cashier,22.59,5,4.52,5,4.52,5,4.52,1,1
,,,07:30 - 07:44,Cashier,19.79,4,4.95,4,4.95,4,4.95,1,1
,,,07:45 - 07:59,Cashier,22.09,4,5.52,4,5.52,4,5.52,1,1
,,,08:00 - 08:14,Cashier,20.04,3,6.68,3,6.68,3,6.68,1,1
,,,08:15 - 08:29,Cashier,33.63,5,6.73,5,6.73,5,6.73,1,1
,,,08:30 - 08:44,Cashier,30.18,5,6.04,5,6.04,5,6.04,1,1
,,,08:45 - 08:59,Cashier,37.75,4,9.44,4,9.44,4,9.44,1,1
,,,09:00 - 09:14,Cashier,60.75,8,7.59,8,7.59,8,7.59,1,1
,,,09:15 - 09:29,Cashier,60.06,8,7.51,8,7.51,8,7.51,1,1
,,,09:30 - 09:44,Cashier,109.24,11,9.93,11,9.93,11,9.93,1,1
,,,09:45 - 09:59,Cashier,43.82,7,6.26,7,6.26,7,6.26,1,1
,,,10:00 - 10:14,Cashier,75.29,11,6.84,11,6.84,11,6.84,1,1
,,,10:15 - 10:29,Cashier,111.08,13,8.54,13,8.54,13,8.54,1,1
,,,10:30 - 10:44,Cashier,82.63,13,6.36,13,6.36,13,6.36,1,1
,,,10:45 - 10:59,Cashier,47.83,4,11.96,4,11.96,4,11.96,1,1
,,,11:00 - 11:14,Cashier,33.83,4,8.46,4,8.46,4,8.46,1,1
,,,11:15 - 11:29,Cashier,46.34,8,5.79,8,5.79,8,5.79,1,1
,,,11:30 - 11:44,Cashier,63.51,8,7.94,8,7.94,8,7.94,1,1
,,,11:45 - 11:59,Cashier,90.14,11,8.19,11,8.19,11,8.19,1,1
,,,12:00 - 12:14,Cashier,3.45,1,3.45,1,3.45,1,3.45,1,1
,,,12:15 - 12:29,Cashier,21.02,2,10.51,2,10.51,2,10.51,1,1
,,,12:30 - 12:44,Cashier,69.97,8,8.75,8,8.75,8,8.75,1,1
,,,12:45 - 12:59,Cashier,82.2,8,10.28,8,10.28,8,10.28,1,1
,,,13:00 - 13:14,Cashier,51.91,7,7.42,7,7.42,7,7.42,1,1
,,,13:15 - 13:29,Cashier,42.08,6,7.01,6,7.01,6,7.01,1,1
,,,13:30 - 13:44,Cashier,88.25,9,9.81,9,9.81,9,9.81,1,1
,,,13:45 - 13:59,Cashier,25.25,3,8.42,3,8.42,3,8.42,1,1
,,,14:00 - 14:14,Cashier,28.04,5,5.61,5,5.61,5,5.61,1,1
,,,14:15 - 14:29,Cashier,16.09,2,8.04,2,8.04,2,8.04,1,1
,,,14:30 - 14:44,Cashier,15.75,2,7.88,2,7.88,2,7.88,1,1
,,,14:45 - 14:59,Cashier,7.95,2,3.98,2,3.98,2,3.98,1,1
,,,15:00 - 15:14,Cashier,10.65,2,5.33,2,5.33,2,5.33,1,1
,,,15:15 - 15:29,Cashier,18.34,4,4.58,4,4.58,4,4.58,1,1
,,,15:30 - 15:44,Cashier,4.9,1,4.9,1,4.9,1,4.9,1,1
,,,15:45 - 15:59,Cashier,13.8,4,3.45,4,3.45,4,3.45,1,1
,,,16:00 - 16:14,Cashier,45.68,7,6.53,7,6.53,7,6.53,1,1
,,,16:15 - 16:29,Cashier,22.45,2,11.22,2,11.22,2,11.22,1,1
,,,16:30 - 16:44,Cashier,44.27,6,7.38,6,7.38,6,7.38,1,1
,,,16:45 - 16:59,Cashier,28.08,3,9.36,3,9.36,3,9.36,1,1
,,,17:15 - 17:29,Cashier,3.55,1,3.55,1,3.55,1,3.55,1,1
,,,17:30 - 17:44,Cashier,19.44,2,9.72,2,9.72,2,9.72,1,1
,,,17:45 - 17:59,Cashier,15.09,2,7.54,2,7.54,2,7.54,1,1
,,30,---,---,1688.8,225,7.51,225,7.51,225,7.51,1,1
,,31,07:15 - 07:29,Cashier,37.68,7,5.38,7,5.38,7,5.38,1,1
,,,07:30 - 07:44,Cashier,20.83,3,6.94,3,6.94,3,6.94,1,1
,,,07:45 - 07:59,Cashier,21.29,3,7.1,3,7.1,3,7.1,1,1
,,,08:00 - 08:14,Cashier,51.01,10,5.1,10,5.1,10,5.1,1,1
,,,08:15 - 08:29,Cashier,28.14,4,7.04,4,7.04,4,7.04,1,1
,,,08:30 - 08:44,Cashier,47.32,7,6.76,7,6.76,7,6.76,1,1
,,,08:45 - 08:59,Cashier,63.04,9,7,9,7,9,7,1,1
,,,09:00 - 09:14,Cashier,61.2,8,7.65,8,7.65,8,7.65,1,1
,,,09:15 - 09:29,Cashier,88.57,9,9.84,9,9.84,9,9.84,1,1
,,,09:30 - 09:44,Cashier,89.82,11,8.17,11,8.17,11,8.17,1,1
,,,09:45 - 09:59,Cashier,49.76,8,6.22,8,6.22,8,6.22,1,1
,,,10:00 - 10:14,Cashier,81.73,9,9.08,9,9.08,9,9.08,1,1
,,,10:15 - 10:29,Cashier,75.27,10,7.53,10,7.53,10,7.53,1,1
,,,10:30 - 10:44,Cashier,68.31,8,8.54,8,8.54,8,8.54,1,1
,,,10:45 - 10:59,Cashier,36.67,7,5.24,7,5.24,7,5.24,1,1
,,,11:00 - 11:14,Cashier,26.6,5,5.32,5,5.32,5,5.32,1,1
,,,11:15 - 11:29,Cashier,24.27,3,8.09,3,8.09,3,8.09,1,1
,,,11:30 - 11:44,Cashier,119.28,11,10.84,11,10.84,11,10.84,1,1
,,,11:45 - 11:59,Cashier,108.42,10,10.84,10,10.84,10,10.84,1,1
,,,12:00 - 12:14,Cashier,35.51,4,8.88,4,8.88,4,8.88,1,1
,,,12:15 - 12:29,Cashier,44.88,6,7.48,6,7.48,6,7.48,1,1
,,,12:30 - 12:44,Cashier,128.24,16,8.02,16,8.02,16,8.02,1,1
,,,12:45 - 12:59,Cashier,60.49,6,10.08,6,10.08,6,10.08,1,1
,,,13:00 - 13:14,Cashier,84.25,9,9.36,9,9.36,9,9.36,1,1
,,,13:15 - 13:29,Cashier,65.17,7,9.31,7,9.31,7,9.31,1,1
,,,13:45 - 13:59,Cashier,11.4,3,3.8,3,3.8,3,3.8,1,1
,,,14:00 - 14:14,Cashier,42.93,5,8.59,5,8.59,5,8.59,1,1
,,,14:15 - 14:29,Cashier,17.34,3,5.78,3,5.78,3,5.78,1,1
,,,14:30 - 14:44,Cashier,48.59,8,6.07,8,6.07,8,6.07,1,1
,,,14:45 - 14:59,Cashier,7.94,1,7.94,1,7.94,1,7.94,1,1
,,,15:00 - 15:14,Cashier,27.59,5,5.52,5,5.52,5,5.52,1,1
,,,15:15 - 15:29,Cashier,20.65,3,6.88,3,6.88,3,6.88,1,1
,,,15:30 - 15:44,Cashier,42.56,7,6.08,7,6.08,7,6.08,1,1
,,,15:45 - 15:59,Cashier,30.64,5,6.13,5,6.13,5,6.13,1,1
,,,16:00 - 16:14,Cashier,14.85,2,7.42,2,7.42,2,7.42,1,1
,,,16:15 - 16:29,Cashier,11.6,2,5.8,2,5.8,2,5.8,1,1
,,,16:30 - 16:44,Cashier,34.59,4,8.65,4,8.65,4,8.65,1,1
,,,16:45 - 16:59,Cashier,4.08,2,2.04,2,2.04,2,2.04,1,1
,,,17:00 - 17:14,Cashier,12.45,2,6.22,2,6.22,2,6.22,1,1
,,,17:15 - 17:29,Cashier,41.42,3,13.81,3,13.81,3,13.81,1,1
,,,17:30 - 17:44,Cashier,12.87,3,4.29,3,4.29,3,4.29,1,1
,,,17:45 - 17:59,Cashier,8.5,1,8.5,1,8.5,1,8.5,1,1
,,31,---,---,1907.75,249,7.66,249,7.66,249,7.66,1,1
,3,---,---,---,41370.25,5305,7.8,5297,7.81,5305,7.8,1,1
2022,---,---,---,---,41370.25,5305,7.8,5297,7.81,5305,7.8,1,1
Grand Total,---,---,---,---,41370.25,5305,7.8,5297,7.81,5305,7.8,1,1
